ticket_id,account_contact,ticket_status,ticket_priority,first_response_time,time_to_resolution,customer_satisfaction_rating
374,carterstephanie@example.org,Closed,Critical,2023-06-01 10:52:08,2023-06-01 11:42:08,1.0
375,rodriguezmonique@example.org,Pending Customer Response,Low,2023-06-01 04:34:10,,
376,robert41@example.com,Closed,Low,2023-06-01 19:50:11,2023-06-01 20:11:11,1.0
377,davisashley@example.net,Pending Customer Response,Low,2023-06-01 20:07:13,,
378,bbrown@example.com,Open,Medium,,,
379,jack76@example.org,Closed,Medium,2023-06-01 18:31:15,2023-05-31 22:18:15,4.0
380,charles04@example.org,Open,Medium,,,
381,wandadavis@example.net,Closed,Low,2023-06-01 07:09:19,2023-06-01 13:10:19,5.0
382,matthewking@example.net,Closed,High,2023-06-01 01:57:20,2023-05-31 23:14:20,4.0
383,millerjennifer@example.com,Open,Critical,,,
384,ydean@example.com,Closed,High,2023-06-01 08:19:21,2023-06-01 13:00:21,3.0
385,michaelmiller@example.org,Open,Critical,,,
386,kimberlystevens@example.org,Closed,Medium,2023-06-01 15:49:25,2023-06-01 11:32:25,4.0
387,richardssteven@example.com,Closed,Critical,2023-06-01 17:25:27,2023-05-31 23:21:27,2.0
388,jack82@example.net,Closed,High,2023-06-01 16:17:28,2023-06-01 17:28:28,4.0
389,mallen@example.net,Pending Customer Response,Medium,2023-06-01 17:36:29,,
390,khernandez@example.com,Pending Customer Response,Medium,2023-06-01 19:37:31,,
391,stacey08@example.org,Closed,High,2023-06-01 05:20:33,2023-06-01 17:47:33,4.0
392,jolson@example.org,Pending Customer Response,High,2023-06-01 05:28:34,,
393,oparks@example.com,Pending Customer Response,Critical,2023-06-01 14:26:35,,
394,idrake@example.org,Pending Customer Response,High,2023-06-01 15:51:36,,
395,smithrichard@example.com,Closed,Critical,2023-06-01 16:18:38,2023-06-01 12:07:38,1.0
396,beasleygerald@example.org,Closed,Low,2023-05-31 21:55:39,2023-06-01 08:31:39,2.0
397,jturner@example.org,Pending Customer Response,Low,2023-06-01 06:03:41,,
398,bradmolina@example.net,Open,Medium,,,
399,turnerbarbara@example.net,Pending Customer Response,Critical,2023-06-01 06:14:44,,
400,racheladams@example.net,Pending Customer Response,High,2023-06-01 05:46:45,,
401,hweaver@example.org,Open,Medium,,,
402,pharper@example.com,Pending Customer Response,Medium,2023-06-01 03:47:48,,
403,nicole55@example.com,Closed,Medium,2023-06-01 10:23:49,2023-06-01 08:51:49,3.0
404,kvasquez@example.com,Closed,Low,2023-06-01 02:42:50,2023-05-31 22:34:50,1.0
405,wmorris@example.org,Closed,Critical,2023-06-01 08:45:51,2023-06-01 13:11:51,2.0
406,kathleennichols@example.org,Open,Low,,,
407,ofritz@example.org,Open,High,,,
408,jason45@example.com,Open,Medium,,,
409,samuelgreer@example.net,Closed,Critical,2023-06-01 16:44:58,2023-06-01 02:29:58,2.0
410,patrickrivera@example.com,Open,Medium,,,
411,robertsonjohn@example.net,Pending Customer Response,Low,2023-06-01 19:28:00,,
412,zhansen@example.com,Closed,Low,2023-06-01 05:07:02,2023-06-01 06:59:02,4.0
413,tonimacias@example.com,Pending Customer Response,Medium,2023-06-01 01:27:03,,
414,etucker@example.net,Open,Low,,,
415,mathewsnicholas@example.net,Open,Critical,,,
416,pamelajackson@example.net,Open,Critical,,,
417,conradelizabeth@example.org,Open,Low,,,
418,qlee@example.net,Open,Critical,,,
419,dawnmartinez@example.net,Closed,Low,2023-05-31 22:20:10,2023-06-01 20:41:10,2.0
420,anna95@example.com,Open,Critical,,,
421,parkerjames@example.com,Pending Customer Response,Critical,2023-06-01 20:33:14,,
422,jimenezkimberly@example.com,Pending Customer Response,Medium,2023-06-01 12:08:15,,
423,nicholas56@example.com,Pending Customer Response,Low,2023-06-01 19:30:17,,
424,nstanley@example.org,Pending Customer Response,High,2023-06-01 01:27:19,,
425,mcclureangela@example.org,Pending Customer Response,High,2023-06-01 20:57:20,,
426,kathyhumphrey@example.net,Open,Low,,,
427,perezrobert@example.com,Pending Customer Response,High,2023-06-01 02:39:23,,
428,jlawson@example.com,Open,Medium,,,
429,kevinbrennan@example.net,Closed,High,2023-06-01 17:08:26,2023-06-01 06:23:26,3.0
430,leslie80@example.com,Closed,Low,2023-06-01 15:09:28,2023-06-01 16:26:28,1.0
431,collin34@example.net,Pending Customer Response,Low,2023-06-01 05:28:29,,
432,lawrencestephen@example.net,Pending Customer Response,Low,2023-05-31 22:03:31,,
433,richardsnancy@example.net,Pending Customer Response,Medium,2023-06-01 14:34:32,,
434,sarajones@example.net,Open,Low,,,
435,fhoffman@example.org,Open,Medium,,,
436,ocannon@example.org,Pending Customer Response,Critical,2023-06-01 12:43:34,,
437,kennethdominguez@example.org,Open,Low,,,
438,vrichardson@example.net,Closed,Critical,2023-06-01 10:05:35,2023-06-01 16:12:35,4.0
439,newmaneric@example.org,Closed,Medium,2023-06-01 02:04:37,2023-06-01 01:54:37,2.0
440,marymcdaniel@example.com,Closed,Low,2023-06-01 20:32:38,2023-06-01 20:08:38,2.0
441,bkelly@example.net,Open,Low,,,
442,stephenperry@example.com,Closed,Medium,2023-06-01 17:31:42,2023-06-01 04:43:42,2.0
443,hcarter@example.com,Pending Customer Response,Low,2023-06-01 00:58:44,,
444,turnerandrew@example.org,Closed,Medium,2023-06-01 05:17:44,2023-06-01 12:06:44,3.0
445,jasonroman@example.com,Closed,Medium,2023-06-01 17:19:46,2023-06-01 14:40:46,1.0
446,mcmillanemily@example.net,Open,Low,,,
447,tharmon@example.net,Pending Customer Response,Medium,2023-05-31 23:33:49,,
448,erikasanchez@example.com,Pending Customer Response,High,2023-06-01 16:26:50,,
449,ogarcia@example.org,Pending Customer Response,Medium,2023-06-01 17:20:51,,
450,jasminekennedy@example.org,Closed,Critical,2023-06-01 21:08:53,2023-06-01 05:56:53,1.0
451,thomashoover@example.net,Pending Customer Response,Critical,2023-06-01 13:33:54,,
452,david91@example.net,Pending Customer Response,Low,2023-06-01 15:34:55,,
453,rileyemily@example.org,Open,Critical,,,
454,yangmichelle@example.com,Closed,High,2023-06-01 15:48:59,2023-05-31 23:53:59,1.0
455,russellsharon@example.net,Pending Customer Response,Critical,2023-06-01 10:35:00,,
456,amanda00@example.org,Closed,Low,2023-06-01 04:01:02,2023-06-01 06:25:02,5.0
457,tinahughes@example.org,Open,Low,,,
458,adkinsdaniel@example.net,Pending Customer Response,Critical,2023-06-01 01:58:04,,
459,baileyjohn@example.net,Closed,Low,2023-06-01 21:18:05,2023-06-01 11:28:05,5.0
460,michaelbell@example.net,Closed,Low,2023-06-01 12:21:07,2023-06-01 11:52:07,1.0
461,matthew81@example.net,Open,Low,,,
462,richardsyvonne@example.com,Closed,Critical,2023-05-31 23:15:11,2023-06-01 13:29:11,3.0
463,odixon@example.org,Pending Customer Response,Medium,2023-06-01 21:01:12,,
464,douglasvilla@example.com,Closed,Medium,2023-06-01 05:55:14,2023-06-01 08:26:14,2.0
465,phillipnorton@example.com,Pending Customer Response,Critical,2023-06-01 20:49:16,,
466,ybradshaw@example.net,Pending Customer Response,High,2023-06-01 10:12:17,,
467,connor77@example.org,Open,Medium,,,
468,jonathan30@example.net,Closed,Critical,2023-06-01 13:09:20,2023-06-01 07:01:20,5.0
469,mmelton@example.net,Closed,Low,2023-06-01 04:59:22,2023-05-31 23:16:22,2.0
470,larry32@example.com,Open,Low,,,
471,austinmichele@example.com,Closed,Critical,2023-06-01 19:40:25,2023-06-01 12:24:25,3.0
472,emanning@example.org,Pending Customer Response,High,2023-06-01 02:01:26,,
473,lisamorales@example.net,Closed,Medium,2023-06-01 13:13:26,2023-06-01 10:51:26,4.0
474,huertaryan@example.com,Open,Medium,,,
475,oconnoremma@example.net,Closed,Low,2023-06-01 11:53:30,2023-06-01 02:25:30,1.0
476,wilsondavid@example.org,Open,High,,,
477,schultzdaniel@example.net,Open,Low,,,
478,ritterwalter@example.org,Open,Critical,,,
479,james81@example.org,Pending Customer Response,Low,2023-06-01 07:29:35,,
480,hhall@example.com,Open,Critical,,,
481,kmorales@example.com,Open,Medium,,,
482,castillotheodore@example.org,Pending Customer Response,High,2023-06-01 10:23:39,,
483,jasonwallace@example.org,Open,Medium,,,
484,janetfox@example.com,Closed,Low,2023-06-01 21:39:41,2023-06-01 00:26:41,5.0
485,coopergloria@example.net,Closed,Critical,2023-06-01 18:13:43,2023-06-01 07:18:43,5.0
486,gabriellamcdonald@example.org,Closed,Medium,2023-06-01 00:38:44,2023-06-01 12:23:44,5.0
487,stevenmiller@example.net,Pending Customer Response,High,2023-06-01 03:39:45,,
488,johnsonapril@example.net,Open,Critical,,,
489,eoconnor@example.net,Open,Medium,,,
490,john49@example.com,Open,High,,,
491,andre05@example.net,Pending Customer Response,Low,2023-06-01 15:26:51,,
492,lwong@example.org,Open,High,,,
493,smithjames@example.com,Closed,Critical,2023-06-01 16:51:55,2023-06-01 06:56:55,4.0
494,lroberts@example.com,Open,Critical,,,
495,staffordlauren@example.com,Open,Low,,,
496,walexander@example.com,Closed,Low,2023-06-01 05:41:59,2023-06-01 21:03:59,1.0
497,angelakelley@example.com,Closed,Medium,2023-06-01 05:25:00,2023-06-01 11:38:00,1.0
498,theresa00@example.net,Open,Medium,,,
499,diazjanice@example.org,Open,Critical,,,
500,richard23@example.com,Open,Critical,,,
501,sheila90@example.com,Closed,High,2023-06-01 07:59:07,2023-06-01 16:30:07,5.0
502,shelley50@example.org,Closed,Critical,2023-06-01 17:38:08,2023-06-01 17:52:08,2.0
503,tony64@example.org,Open,High,,,
504,igonzales@example.org,Closed,Medium,2023-06-01 13:38:12,2023-06-01 17:04:12,3.0
505,brownbradley@example.com,Pending Customer Response,Low,2023-06-01 07:39:13,,
506,sheltongary@example.org,Pending Customer Response,Critical,2023-06-01 03:26:15,,
507,bettyhenderson@example.com,Pending Customer Response,Critical,2023-05-31 23:47:17,,
508,robert48@example.com,Pending Customer Response,Critical,2023-06-01 13:11:18,,
509,browngregory@example.net,Open,Low,,,
510,franciselizabeth@example.com,Closed,High,2023-06-01 09:28:20,2023-06-01 16:42:20,5.0
511,zobrien@example.net,Pending Customer Response,Low,2023-05-31 23:01:22,,
512,ewilson@example.com,Closed,Low,2023-06-01 03:19:23,2023-06-01 08:45:23,2.0
513,lisapena@example.net,Pending Customer Response,Low,2023-06-01 20:25:24,,
514,webbbrian@example.net,Pending Customer Response,Critical,2023-06-01 16:19:26,,
515,murphytara@example.org,Closed,Critical,2023-06-01 16:15:28,2023-06-01 13:23:28,1.0
516,miranda59@example.com,Closed,Medium,2023-06-01 02:01:29,2023-05-31 23:55:29,2.0
517,wrightmichael@example.org,Closed,Critical,2023-06-01 03:20:30,2023-06-01 12:48:30,4.0
518,zgallagher@example.com,Open,High,,,
519,zjones@example.com,Closed,Critical,2023-06-01 11:17:33,2023-06-01 18:17:33,3.0
520,normahunt@example.com,Open,Critical,,,
521,tiffanyzuniga@example.com,Pending Customer Response,Critical,2023-06-01 17:08:36,,
522,catherineduarte@example.com,Pending Customer Response,Low,2023-06-01 17:13:38,,
523,camachojason@example.com,Open,High,,,
524,ashley75@example.com,Open,High,,,
525,xkelly@example.com,Closed,Low,2023-06-01 14:37:41,2023-06-01 04:39:41,3.0
526,lori66@example.com,Closed,Medium,2023-06-01 21:44:43,2023-06-01 07:55:43,1.0
527,annacarey@example.org,Closed,Critical,2023-06-01 02:32:45,2023-06-01 21:18:45,1.0
528,briandaniels@example.org,Pending Customer Response,Critical,2023-06-01 06:00:45,,
529,heathshannon@example.net,Pending Customer Response,Low,2023-06-01 04:56:45,,
530,kingcharles@example.org,Pending Customer Response,Medium,2023-06-01 16:17:46,,
531,heathergonzalez@example.org,Open,Medium,,,
532,melinda35@example.com,Open,Low,,,
533,michelle90@example.com,Open,High,,,
534,bdavis@example.com,Pending Customer Response,Medium,2023-05-31 22:05:53,,
535,martinangela@example.com,Closed,Medium,2023-06-01 14:32:55,2023-06-01 09:59:55,2.0
536,barnettcolleen@example.org,Open,Medium,,,
537,roberta54@example.com,Closed,Medium,2023-06-01 14:14:57,2023-06-01 18:18:57,3.0
538,zthomas@example.org,Pending Customer Response,High,2023-06-01 03:40:58,,
539,agraves@example.org,Open,Medium,,,
540,gfowler@example.org,Closed,Medium,2023-06-01 06:21:00,2023-06-01 16:47:00,3.0
541,lwilliams@example.com,Pending Customer Response,Critical,2023-05-31 22:20:02,,
542,thomasjoel@example.com,Open,Medium,,,
543,stevenchen@example.net,Open,Medium,,,
544,howard95@example.com,Closed,Low,2023-05-31 23:07:07,2023-06-01 17:51:07,2.0
545,graykatie@example.com,Open,Critical,,,
546,thill@example.net,Pending Customer Response,Medium,2023-06-01 01:27:10,,
547,aliciascott@example.com,Open,High,,,
548,jennifer41@example.com,Open,Low,,,
549,traci82@example.org,Pending Customer Response,Low,2023-06-01 17:19:13,,
550,brownjohn@example.net,Open,Low,,,
551,elliottryan@example.net,Open,Low,,,
552,tracy10@example.com,Pending Customer Response,Critical,2023-06-01 03:42:18,,
553,stephanieglenn@example.org,Pending Customer Response,Critical,2023-06-01 00:11:20,,
554,lbutler@example.org,Pending Customer Response,High,2023-05-31 23:47:21,,
555,kparker@example.com,Open,Critical,,,
556,richardsonsavannah@example.net,Closed,Critical,2023-06-01 21:38:24,2023-06-01 12:57:24,5.0
557,moorepeter@example.net,Open,Low,,,
558,samanthalarson@example.net,Open,Medium,,,
559,scott07@example.com,Closed,Critical,2023-06-01 17:14:29,2023-06-01 20:09:29,3.0
560,sextoncassandra@example.com,Open,Low,,,
561,iflores@example.org,Pending Customer Response,Critical,2023-06-01 19:38:32,,
562,andersonmario@example.org,Closed,Medium,2023-06-01 03:59:34,2023-06-01 11:54:34,3.0
563,xoliver@example.org,Pending Customer Response,Medium,2023-06-01 16:18:35,,
564,graysandra@example.com,Pending Customer Response,Low,2023-06-01 13:26:36,,
565,ihall@example.com,Closed,High,2023-06-01 04:54:38,2023-06-01 01:22:38,5.0
566,drodriguez@example.com,Open,Low,,,
567,cooperkerri@example.net,Pending Customer Response,Low,2023-06-01 18:48:41,,
568,alyssa74@example.org,Closed,High,2023-06-01 17:56:42,2023-06-01 06:54:42,1.0
569,jsilva@example.org,Closed,Low,2023-06-01 05:21:43,2023-06-01 17:33:43,4.0
570,michael65@example.org,Open,Critical,,,
571,guzmanlindsey@example.com,Pending Customer Response,Low,2023-06-01 04:25:46,,
572,ecopeland@example.org,Pending Customer Response,Low,2023-06-01 06:01:47,,
573,atkinsshawn@example.com,Open,Low,,,
574,smontgomery@example.net,Pending Customer Response,Critical,2023-06-01 08:49:51,,
575,mcbrideelizabeth@example.net,Closed,Medium,2023-06-01 15:13:52,2023-06-01 10:19:52,2.0
576,steven73@example.org,Closed,Low,2023-06-01 16:53:54,2023-06-01 06:47:54,4.0
577,jennifer23@example.org,Closed,Low,2023-06-01 20:39:56,2023-06-01 02:51:56,1.0
578,lauracummings@example.net,Open,High,,,
579,nathan33@example.org,Pending Customer Response,Medium,2023-06-01 20:48:59,,
580,david77@example.net,Open,Medium,,,
581,ocarter@example.org,Closed,Critical,2023-06-01 03:37:01,2023-06-01 06:13:01,2.0
582,smithjustin@example.net,Pending Customer Response,Low,2023-06-01 13:13:02,,
583,vjones@example.com,Open,High,,,
584,michael40@example.net,Pending Customer Response,High,2023-06-01 19:38:06,,
585,klee@example.org,Open,Critical,,,
586,andrew63@example.org,Closed,Critical,2023-06-01 14:43:08,2023-06-01 06:39:08,2.0
587,fbrown@example.net,Open,Critical,,,
588,craig54@example.com,Closed,Medium,2023-06-01 05:25:12,2023-06-01 15:48:12,2.0
589,heather15@example.net,Pending Customer Response,Critical,2023-06-01 19:06:13,,
590,haleykenneth@example.net,Closed,High,2023-06-01 02:53:15,2023-06-01 04:04:15,5.0
591,dawn75@example.com,Pending Customer Response,Low,2023-06-01 20:40:17,,
592,xgiles@example.com,Open,Medium,,,
593,kstein@example.com,Open,Critical,,,
594,ashleygilbert@example.net,Open,Low,,,
595,michael49@example.net,Open,High,,,
596,skennedy@example.org,Pending Customer Response,Low,2023-06-01 11:52:25,,
597,ruizkeith@example.net,Closed,Critical,2023-06-01 14:02:26,2023-06-01 12:27:26,3.0
598,qmeyer@example.net,Closed,High,2023-06-01 00:32:27,2023-06-01 14:19:27,4.0
599,katherineestrada@example.com,Closed,Critical,2023-06-01 09:54:29,2023-06-01 19:12:29,2.0
600,richardspencer@example.net,Pending Customer Response,High,2023-05-31 22:05:31,,
601,lopezdavid@example.net,Closed,Low,2023-06-01 06:35:33,2023-06-01 14:52:33,4.0
602,carolvalencia@example.com,Pending Customer Response,High,2023-06-01 17:25:34,,
603,cody03@example.org,Pending Customer Response,Critical,2023-06-01 17:24:36,,
604,melissaperez@example.com,Closed,Critical,2023-06-01 07:22:38,2023-06-01 02:05:38,5.0
605,wjackson@example.com,Closed,Critical,2023-06-01 05:10:39,2023-06-01 14:00:39,3.0
606,wardamber@example.com,Open,Low,,,
607,hoffmansara@example.com,Open,Low,,,
608,cameronvargas@example.net,Open,Low,,,
609,krobinson@example.com,Open,Critical,,,
610,lindahensley@example.com,Pending Customer Response,Medium,2023-06-01 13:26:44,,
611,daviesandrew@example.org,Pending Customer Response,Low,2023-06-01 14:27:47,,
612,nicolepowell@example.com,Closed,Medium,2023-06-01 19:30:48,2023-06-01 16:04:48,4.0
613,reeseashley@example.org,Pending Customer Response,Medium,2023-06-01 06:54:49,,
614,abbottmackenzie@example.org,Pending Customer Response,Low,2023-06-01 04:04:50,,
615,tmorrow@example.com,Pending Customer Response,Medium,2023-06-01 15:43:51,,
616,richardsmichelle@example.net,Pending Customer Response,Low,2023-06-01 06:48:53,,
617,nanderson@example.org,Open,Medium,,,
618,franciscoali@example.com,Open,Low,,,
619,taylorstephanie@example.net,Pending Customer Response,High,2023-06-01 15:08:58,,
620,vwhite@example.net,Closed,Low,2023-06-01 06:35:58,2023-06-01 04:00:58,4.0
621,kelseylopez@example.org,Closed,Low,2023-06-01 21:02:59,2023-06-01 01:32:59,5.0
622,john87@example.com,Closed,Medium,2023-06-01 15:57:01,2023-06-01 16:08:01,2.0
623,mmckee@example.org,Pending Customer Response,High,2023-06-01 01:59:03,,
624,kennethbailey@example.net,Pending Customer Response,Critical,2023-06-01 06:00:03,,
625,xstone@example.org,Pending Customer Response,Medium,2023-06-01 07:47:04,,
626,stacyhill@example.net,Pending Customer Response,Low,2023-06-01 17:56:06,,
627,craigjohn@example.com,Open,Critical,,,
628,brandoncastillo@example.org,Closed,High,2023-06-01 18:42:08,2023-06-01 05:38:08,2.0
629,tracybarr@example.org,Pending Customer Response,High,2023-06-01 08:21:10,,
630,emilyanderson@example.net,Open,Critical,,,
631,moorestephen@example.com,Open,Medium,,,
632,upope@example.net,Pending Customer Response,Low,2023-06-01 02:58:15,,
633,lauren07@example.com,Pending Customer Response,Critical,2023-05-31 22:47:17,,
634,shannonroberts@example.org,Pending Customer Response,Low,2023-06-01 13:03:18,,
635,ashleyjohnathan@example.com,Pending Customer Response,Medium,2023-06-01 04:19:18,,
636,knappjessica@example.net,Closed,Medium,2023-06-01 08:35:20,2023-06-01 11:51:20,3.0
637,haleywatkins@example.org,Open,Critical,,,
638,allenbrandon@example.net,Pending Customer Response,Low,2023-06-01 01:11:21,,
639,lori37@example.net,Pending Customer Response,Critical,2023-06-01 19:58:22,,
640,david09@example.net,Open,High,,,
641,hromero@example.org,Closed,Low,2023-06-01 15:54:23,2023-06-01 00:49:23,1.0
642,herbertpeters@example.org,Pending Customer Response,Critical,2023-06-01 17:46:25,,
643,robinsonmichael@example.net,Closed,High,2023-06-01 20:15:26,2023-06-01 03:59:26,2.0
644,bcampbell@example.com,Closed,Critical,2023-06-01 02:08:28,2023-06-01 18:39:28,5.0
645,williamhayden@example.org,Closed,Medium,2023-05-31 22:37:30,2023-06-01 12:33:30,1.0
646,wilsonmichael@example.net,Pending Customer Response,Low,2023-06-01 02:44:32,,
